,row_id,file_hash,raw_sha,count,url,mod_file,type,subtype_confidence,ask_robert,annotated,Robert reviewed,notes_free_text,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,subtype_num,original_subtype_label
66,67,31b9c319e4b52c822cff92903d59d5d82df8aff064dd01c9fc339d7616cc25b0,1252b46c260d67127a5525cc622d2d37161a0bfff77ba84697ef8264589cf310,2,https://modeldb.science/124394?tab=2&file=nevian/hh3.mod,HH channel Mel-modified Hodgkin - Huxley conductances (after Ojvind et al.),I Multi,3 - Highly confident,n,y,,IC changed from other 2025-05-11,,,,,subtype_1,I Na (Transient)
67,68,5ab3a41f600df73d8128a8436881d297473e7e348bdfbd3f507b16b354a2eaef,a51401f777a55b6ba3362828ee3d908ecc205c4f8d698499e4b108bf0ea413c8,1,https://modeldb.science/119266?tab=2&file=CA1_Aged/mechanism/kaprox.mod, K-A channel from Klee Ficker and Heinemann,I K,3 - Highly confident,n,y,,2025-05-24: IC Updated to A-type transient,,,,,subtype_1,I K (A-Type Transient)
68,69,14502407ee0091b2bc4bb48b75905b26ecae4cf88f209079eca0ab088299c462,cd52b26aa532cb2dd275b8936e954051164b9485cd8244d4914696de17566836,1,https://modeldb.science/267691?tab=2&file=KumaraveluEtAl2022/mechanisms/ProbGABAAB_EMS.mod,GABAAB receptor with presynaptic short-term plasticity,R Multi,3 - Highly confident,n,y,,mix,,,,,subtype_1,R GABA (type A)
69,70,3996a435b7cace665639d500412b9182f002a200144fc016c09f0d4a40f91a62,626d7e671cd829686ac1dea3d7c093f324625e5b23cc269713dcc7a7ff530b3d,10,https://modeldb.science/267661?tab=2&file=ModelDB%20Submission%20Feb%202023/FHF2KO%20Model%20Terminal%20Stimulation%20without%20Heating/h.mod,I-h channel from Magee 1998 for distal dendrites,I H,3 - Highly confident,n,y,,,,,,,subtype_1,I H (Hyperpolarization-Activated)
70,71,15aa4f6ab70a371ce8abe0dcfad42b1134f3afaff180324a92c065f33d63ee54,517c2116b2cce90ee5d3e34ae06ed96c8a18ce2aee2f5d24296055b463c211b3,1,https://modeldb.science/244414?tab=2&file=WilliamsEtAl2013NEURON/ChR2H134R.mod,Channelrhodopsin-2 (mutant H134R) current density,I Other,3 - Highly confident,n,y,,,,,,,subtype_1,I Other (Channelrhodopsin)
71,72,d14580e871fd9eeddb48f42c21b8559db4baa5ef2624de8358f159d2c1f3b736,a2bed1fcb30251d2e115fc043ba09fda8c4c6cee10ad8d7e3562d1920f386538,1,https://modeldb.science/223649?tab=2&file=AlturkiEtAl2016/1_Hemond/Segregated/kd.mod, K-D channel,I K,2 - Mildly confident,n,y,,8/9: Updated Confdience for D-types,,,,,subtype_1,I K (D-type)
72,73,a710aefb19e1b916f53aa66787209610bea5ea0a9483313eb0c45990931c83f2,fa278220ff623335e9cb25b7ceae4820e8e7e4818e4e15503bdee75228df673b,3,https://modeldb.science/135787?tab=2&file=ShuEtAl20062007/Gfluct.mod,Fluctuating conductances,Neither,3 - Highly confident,n,y,,8/9: Updated confidence ,,,,,subtype_1,Neither - Clamp
73,74,4ef920be6e5178c102f1b76d811a7868a5444b30602fc64dd61689cb3cc2773e,a416d78093d04ec83478798645188447253dd4d66bb446a174591627df835adf,3,https://modeldb.science/147141?tab=2&file=stdpscalingpaper/mod/updown.mod,Synaptic scaling balances learning in a spiking model of neocortex (Rowan & Neymotin 2013),Neither,3 - Highly confident,n,y,,Neymotin,,,,,subtype_1,Neither - Utility
74,75,e2b4dc760b9a6160a94854bd38a4f9fcc9774c37b22274da5763a3771f0ec2bc,0d33046dd4f0038e10dc80951cee47c16504377c9d65462a551d510c1a1d41fc,1,https://modeldb.science/121253?tab=2&file=stnAxonDbsModel/fastK.mod,Motor Axon Node channels,I K,3 - Highly confident,n,y,,8/9: updated confidence. 1 gate. K-DR,,,,,subtype_1,I K (Delayed Rectifier)
75,76,50685e14f1afda9865a61e2378f2031c2d5dbd889e21b12ce29b584b9005c561,df4d5b6681f80316a3d77d625491c7dc6c53a7c7a286e9cf4f3b5d945436dd3b,1,https://modeldb.science/150538?tab=2&file=XiEtal2013/cad2.mod,decay of internal calcium concentration,Neither,3 - Highly confident,n,y,,,,,,,subtype_1,Neither - Accumulation Mechanism
76,77,356aae17df01a2c492485b0599000b7ce66677e662b562b36f18bd6b09f32227,2f4d551af809b45080795b7d9511deff0e95d16f24d3417fcbdd61427414ae77,1,https://modeldb.science/93321?tab=2&file=liuEtAl1998/na.mod,"This file, na.mod, implements the INa current from Liu et al. 1998 (Activity dependent conductances+E126",I Na,3 - Highly confident,n,y,,Updated 8/9: Subtype from NA (General) to NA (Transient),,,,,subtype_1,I Na (Transient)
77,78,6203474852a621384b5053da408ec0adba650a158523b63d6f042c5a396b87ee,e482b2a70f356da9b774fe9a815d2ae73187056126ee1e61176e1cda6a14e696,2,https://modeldb.science/184497?tab=2&file=RumbellEtAl2016/model/ar.mod,"Anomalous rectifier current for RD Traub, J Neurophysiol 89:909-921, 2003",I H,3 - Highly confident,n,y,,"8/9: I K (IR) -> I H checked pub (https://journals.physiology.org/doi/full/10.1152/jn.00573.2002?rfr_dat=cr_pub++0pubmed&url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org#B21)  semes like anomolous refers to I-H, since they cited: https://pubmed.ncbi.nlm.nih.gov/1279135/",,,,,subtype_1,I H (Hyperpolarization-Activated)
78,79,9ff3662781461ebeb2921525cf54ed706937e8a9da411126d4dfc400aa6fb1d0,ed1a0712d295423086748bb0fc1f95d841f2cf0e86be9be18d24b783e42e9f4b,1,https://modeldb.science/266814?tab=2&file=depblock_mdb/newkca.mod,Calcium dependent potassium channel (small conductance SK),I K,3 - Highly confident,n,y,,,,,,,subtype_1,I K (Ca-Activated - Sk)
79,80,12455c43de71fc749ed96cb7f81e10883e623091081d0746acd21ff6db865902,b9d3ee03e39fc37b4e7a8d09fd4a08dffe36411eff10fec591d869d2e1e813a5,1,https://modeldb.science/266775?tab=2&file=lib/mechanisms/network/no_mod/kaf_ms.mod,Fast A-type potassium current (Kv4.2),I K,3 - Highly confident,n,y,,2025-05-24: Assume fast -> A-type transient,,,,,subtype_1,I K (A-Type Transient)
80,81,5139506dca349a806289b8797baa2f3da0672b0feaef5d13046f4376da9f3ce1,c41bfc882ead6194ee7c83e0ca5e0b08bca0f806e084e82e6ab33bf680dab795,1,https://modeldb.science/145836?tab=2&file=MoradiEtAl2012/SynExp4NMDA2.mod,Triple-exp model of NMDAR has (HH-type gating) (temp. sensitivity) (voltage-dependent time constants),Receptor,3 - Highly confident,n,y,,,,,,,subtype_1,R Glutamate (NMDA)
81,82,c0b849919b1c1567dec2cb6d70d1298f4bb271b554ac1fcadd2bbde91aab350e,84691fea158a9043708ec751fbb2445478b4d3f2f91f1f9bd9174bd2ff14110c,1,https://modeldb.science/243508?tab=2&file=Astro/neuronSims/FRAP.mod,the dynamics mechanism of the FRAP is developed by Savchenko and others. 2018,Neither,3 - Highly confident,n,y,,,,,,,subtype_1,Neither - Accumulation Mechanism
82,83,1c01d2dbd0bdae1407f0f289662ee289b6874f1d5949850c6d5ba22e8c7b04d8,3ec1463d5a36be8f056dc9bb55f5f544a872f39b57db8e444f75f33aae3dc555,4,https://modeldb.science/237595?tab=2&file=TzilivakiEtal_FSBCs_model/Multicompartmental_Biophysical_models/mechanism/x86_64/iks.mod,Slowly inactivating K+ channel,Exclude,3 - Highly confident,n,y,,8/9: exclude since old architecture,,,,,subtype_1,Exclude - Old Architecture
83,84,a344c9e2cc40fe03f268457f763f7b14afbf4f0fb6c9084b036123c17a93350b,27033ef146138fc8c32c941eeacd3ce2855bf7dd1ad0063b947668996eaf6dc1,5,https://modeldb.science/267511?tab=2&file=S1_Thal_NetPyNE_Frontiers_2022/sim/mod/cat_mig.mod,T-calcium channel,I Ca,3 - Highly confident,n,y,,	vhalfh = -75,,,,,subtype_1,I Ca (T-type LT)
84,85,f5ce72aa7394f8b1da86d1aa30a76193d9219901c4be3be528c4513723b76c59,a07e59c455745a1bd5112dc3cb03b4c7f25d25886e3be27a8d357272271fbee8,1,https://modeldb.science/136095?tab=2&file=ncdemo/infot.mod,Synaptic information transfer in computer models of neocortical columns (Neymotin et al. 2010),Neither,3 - Highly confident,n,y,,Neymotin,,,,,subtype_1,Neither - Utility
85,86,c3f445867652b30cfa36a05300b7f762b15291d0f14781083a38a581914a8650,a4faa4c0b3be06f026c5bbf264759a26722aa073a7903d39820976c485282e2c,1,https://modeldb.science/244679?tab=2&file=luizapurkinje/cf.mod,: synaptic current of climbing fiber,I Other,1 - Not confident at all,y,y,,"8/9: I N is not NONSPECIFIC, not sure what to do here",,,,,subtype_1,I (Nonspecific)
86,87,0cc264b7b9b4ccb9eeaf8a5a63ec0bd1ae9307bd9cdcd5e9797cfd129dc46f00,5c6c2d17bd2ef2ce6012c70caf25493ccdfbf1d74454150a9e69098fa9c630d0,1,https://modeldb.science/232023?tab=2&file=cerebellar_granular_network/mechanisms/Synapses/GoCsynAMPA.mod,Granule Cell Synapse C=O gating scheme,Receptor,2 - Mildly confident,n,y,,8/9: Updated confdience,,,,,subtype_1,R Glutamate (AMPA)
87,88,56a182e05e6a345afac3f1b9a723e273af6a9350351c68b10de967115bf91e17,55bca10bad3e349acc0cc517e8bc170cd3e314f2f2924fa3559d64e8a06c7329,1,https://modeldb.science/3434?tab=2&file=cdlab/PoissonTrigSyn.mod,PoissonTrigSyn.mod   Poisson triggerable alpha synapse,Receptor,1 - Not confident at all,y,y,,8/9: still not sure if receptor,,,,,subtype_1,
88,89,79ccf104ac215a45c8de68101f6d596bdd2297b2f3108c53bac9f579ce19901b,bb083166504f45f032d4cbd75a98843a1cb7a4be3a2578e1c59cb8213f019a57,2,https://modeldb.science/266498?tab=2&file=PelotEtAl_JNP_2020_Models/SingleCompartmentModels/mod/nas.mod,"Nas is the slower, TTX-insensitive current in Schild 1994",I Na,3 - Highly confident,n,y,,,,,,,subtype_1,I Na (Persistent)
89,90,a6b1c02b7af105b17c854ff714184a7da2eac04bd3a4a794da216af6d0d7ea03,c5761f487e1d7c6d542d6f075ea4274163bda4a24f2b241752bca419e396fe2d,7,https://modeldb.science/186977?tab=2&file=Avella_GonzalezEtAl2015/mods/todo/K_pyr_bk.mod,Potassium Current ,I K,3 - Highly confident,n,y,,8/9: I K (General) -> I K-DR since 1 gate,,,,,subtype_1,I K (Delayed Rectifier)
90,91,b70580781d6dd54351d09166ecf6cb9d22a1e651b3fd05dc9379e654fc1ceae2,455e3eb8440b83288f1a313008639af682d848a167474d14fc511d8be99e6ed5,9,https://modeldb.science/7907?tab=2&file=dendritica-1.1/batch_back/back/mod/kvz_naz/naz_nature.mod,"Sodium channel, Hodgkin-Huxley style kinetics.  ",I Na,3 - Highly confident,n,y,,8/9: NaG -> NaT,,,,,subtype_1,I Na (Transient)
91,92,80dcfcd93c280cd63aac6433e9600e591af799e9ae31c28561e7bbd905f88ee0,78968b2daa25d8397d01372e81977928b0b7f49f3ac58247ad8f79c0053b4ea8,2,https://modeldb.science/138205?tab=2&file=Schizophr/Gfluct.mod,Fluctuating conductances,I Other,1 - Not confident at all,y,y,,"8/9: I N is not NONSPECIFIC, not sure what to do here",,,,,subtype_1,I (Nonspecific)
92,93,b4fd9d483cf2d8dbd59509fd1902649b1ed157794a310f51976589c1abf759f9,82baa7d5449cbe04b0e2ea7aafac391fda3e99b3d741cb8b9c3fa69934e8c628,2,https://modeldb.science/2017405?tab=2&file=2017405/Cortical_Soma_I_K.mod,Delayed-rectifier Potassium Current for Cortical Neuron Soma,I K,3 - Highly confident,n,y,,8/9: delayed rectifier,,,,,subtype_1,I K (Delayed Rectifier)
93,94,780f6211fac1350c0125ae3e820f06e94c710d2e5e27271598efcd9cef85c2c6,2d68ed6ce07adda76f096baa8ab2867b32f6e9065a8ff43a71eae4daf3dfc280,3,https://modeldb.science/2015953-old?tab=2&file=Hariani%202023/ampa13.mod,,Exclude,3 - Highly confident,n,y,,,,,,,subtype_1,Exclude - Not on Model DB
94,95,ae2292bd1b5c1085daa4c5e06d08a658f5645c3ed718785aec42fe48a562eab0,8727338e86d253141548d6463c5c1a68f655ffb229a0907e6fe96cc377f93caa,1,https://modeldb.science/237594?tab=2&file=stochastic_layer5_pyramidal/mechanism/n12_stoch.mod,Provides Na-channel stochastics as described in Kole et al. (2006).,I Na,2 - Mildly confident,n,y,,8/9: NaG -> NaT,,,,,subtype_1,I Na (Transient)
95,96,9f7b58409347519ab38846b3012869f9e3c441ac8c8cd432c6d3ef03b7a21309,3ea467faab939205a5d25609687d2080d7bf061fd47f5c37c3bcf00b3670e456,1,https://modeldb.science/119266?tab=2&file=CA1_Aged/mechanism/cal.mod,L-type calcium channel with high threshold for activation,I Ca,3 - Highly confident,n,y,,        vhalf = -1 (mV)       :half potential for activation ,,,,,subtype_1,I Ca (L-Type HT)
96,97,81d80b851c7fb261b29a9c81c5781d3f89d90b67528aec5ecd2b405ee1952c00,426c4b0ed22ab30199dfa9b61c34f477f4c4c39b40152a96273b53cd23db166a,1,https://modeldb.science/267176?tab=2&file=motoneuron%20recruitment/na3rp.mod,na3rp  Na current  modified from Jeff Magee. M.Migliore may97,I Na,3 - Highly confident,n,y,,8/9: NaG -> NaS,,,,,subtype_1,I Na (Slow inactivation)
97,98,04e7817dca98f2cd1c234153a9f79a64e10967740b96f4243d0deeec08c57025,48c55a2c544f0489fb6b77a75d3106021ec372cce0e0dee3da2e754066a46ffc,1,https://modeldb.science/222321?tab=2&file=GentilettiEtAl2016/pkdrd.mod,pkdrd :Delayed rectifier potassium current in the pyram dendrites,I K,3 - Highly confident,n,y,,,,,,,subtype_1,I K (Delayed Rectifier)
98,99,a31fe5e94b88a84c04105c2e2c97516540b439770a0702cdf2099b5ee32bb3a4,1c843ad0c060b0a7f0e8965cf31523d0b35c7884c6e799cc05214c80804201d5,1,https://modeldb.science/223649?tab=2&file=AlturkiEtAl2016/1_Hemond/Segregated/cal2.mod,l-calcium channel,I Ca,3 - Highly confident,n,y,,	vhalfm = 4,,,,,subtype_1,I Ca (L-Type HT)
99,100,8ff509df259b4241bd4f893f3ab8dc3d829a1e52be6c8c57c2cc998ab8f53a64,e5ad81b66a66a883fe23699f6330112bcec63020b6c3bce7bbc5ba1bba70992a,1,https://modeldb.science/267499?tab=2&file=SeizureDyn2022/pkdrs.mod,Delayed rectifier potassium current in the pyram somas,I K,3 - Highly confident,n,y,,,,,,,subtype_1,I K (Delayed Rectifier)
100,101,56a7ae3c95beb12be0f525545b941cf3026011d8d5d5c594b0445287bcf97cea,d00db24e11902558ab971655cd71d3f25359f5cdc7016d4354bf95e90066707b,2,https://modeldb.science/267009?tab=2&file=axon_pub_code/unm_pub/mods/ka.mod,"the transient, outward potassium current, change it to Connor-Stevens model",I K,3 - Highly confident,n,y,,,,,,,subtype_1,I K (A-Type Transient)
101,102,9fd0a26011c8491ad655135df6e40afb3e8197511700d394dd9780f7d06a2e5b,5a4b36a72a8a646ffc90f3c5f99328d045b75cfda6f6381c6168edcb4a06237f,5,https://modeldb.science/239582?tab=2&file=RPCH_JNP17/naps.mod,naps		:modified to have slow inactivation described in Fleidervish and to make slope a global parameter,I Na,3 - Highly confident,n,y,,has s gate,,,,,subtype_1,I Na (Slow inactivation)
102,103,49681a2785fb86fa23faed035451744a210d8b3619d96801aad42926b7c6ec8a,04c75926dade44917e561949251f66843ede1bb1172d904e94c9b21c0e6be3f9,2,https://modeldb.science/170030?tab=2&file=Kv72_ModelDB/kv72wt73wt.mod,"CA1 KM channel from M. Taglialatela, Kv72wt+Kv73wt",I K,3 - Highly confident,n,y,,,,,,,subtype_1,I K (M-type)
103,104,1eb9245540d8d078f0405dc2a08fe4fb283569d81f9d75d00dda6d5951506bde,4653b3f6e1b7368a54c1c82afaf89bb067fbecc312b4bbf1cba5b1c29e997cd9,1,https://modeldb.science/150446?tab=2&file=VladimirovTuTraub2013/alphasyn.mod,Alpha Synapse implemented with Kinetic Scheme as per Chapter 10 NEURON book;,Receptor,1 - Not confident at all,y,y,,8/9: not sure if receptor,,,,,subtype_1,
104,105,6f0bc5f055f0412e2fd380562be17705b25737fb84b56b171f5b2b22722bdf55,5f1d4cc5d8c1f4e83eaa2be247307d711b974d3e0b6064da9a82688e99584c53,1,https://modeldb.science/118662?tab=2&file=dm1_pn_model/v_atten.mod,Drosophila projection neuron electrotonic structure (Gouwens and Wilson 2009),Exclude,3 - Highly confident,n,y,,,,,,,subtype_1,
105,106,ff557ad51d0ff0fe1c84e0e6e4932d46fb87fa57beef02d703d045aee2f1336a,ce1bb4fce2622561a61f6986bea8b42d338239ef949107d8d2a5ad60c4b82e76,2,https://modeldb.science/82849?tab=2&file=pcell/ic.mod,:  iC   fast Ca2+/V-dependent K+ channel,I K,3 - Highly confident,n,y,,,,,,,subtype_1,"I K (Ca-activated - General - BK, IK, SK, and I AHP currents)"
106,107,7a749464894c3cea4e6594141c642d052628b56a30e21077b3d52051abcb96c9,d03f5e6075b2f52809ba2ed6c289d9e1698696c4a9cb34b8d400d73773a35ad8,1,https://modeldb.science/2015410?tab=2&file=L5_model_modeldb_060224_def/cdp5.mod,"Calcium ion handling mechanisms with endogenous buffer, radial & longitudinal diffusion and pump A mobile calcium indicator OGB5n is included",Neither,3 - Highly confident,n,y,,,,,,,subtype_1,Neither - Accumulation Mechanism
107,108,b5bc04bd2046474864093eaec156f205214e30404315ae71298b78ab6119dbbc,783be931a99312d24020a19781a0dc12ac16fc6a9c523316d7e7a38d4e62e970,4,https://modeldb.science/239582?tab=2&file=RPCH_JNP17/Gfluctdv.mod,Fluctuating conductances,Neither,2 - Mildly confident,n,y,,8/9: Updated confidence,,,,,subtype_1,Neither - Clamp
108,109,3a5e59d29db67453a6ecd98a60752e8bb87f9bec0a0f615bb50cdf5f552944d3,52c50edf3da0a64f7998d35e3afda6baa7455c51d0febac135f8724b8795c4e0,1,https://modeldb.science/155735?tab=2&file=pkj_prc/mod-files/KR/ihpkj_cn.mod,: Ih current,I H,3 - Highly confident,n,y,,,,,,,subtype_1,I H (Hyperpolarization-Activated)
109,110,b6ec5c182c04900900c730972eb6112ec2414971aea80e64f9673c5d4ce65146,9b6a92afad2ed8434936bf01dc929667750b7320b68fdc936139f794004be4b2,1,https://modeldb.science/222321?tab=2&file=GentilettiEtAl2016/kcc2.mod,K-Cl cotransporter KCC2,I Other,3 - Highly confident,n,y,,,,,,,subtype_1,I Other (KCC2 transporter)
110,111,0e8bdecd6d7f215aa757f7bc7eb77b993ea69333cbd59b47ebcdd4ffeb61c139,01bc6b4aa86feceaa0b0dc35941d0edd2faa2052536da09644864325b140b00a,2,https://modeldb.science/187473?tab=2&file=187473/mods/nadifl.mod,"Longitudinal diffusion and integration of sodium (no buffering)
(equivalent modified euler with standard method and
equivalent to diagonalized linear solver with CVODE )",Neither,3 - Highly confident,n,y,,,,,,,subtype_1,Neither - Accumulation Mechanism
111,112,35407baa73f009951d04dda613b67ca860646fdaed6c2703cf1c574ff05993b7,2bbd18b95c5a4cd6ff87a905b33896fc6fa31fd24936dfd9db2140bd3a5cd657,2,https://modeldb.science/223649?tab=2&file=AlturkiEtAl2016/3_Mitral/Original/kfasttab.mod,HH fast potassium channel with FUNCTION_TABLEs  (.inf and .tau files),I K,2 - Mildly confident,n,y,,8/9: I K (General) -> I A-type,,,,,subtype_1,I K (A-Type Transient)
112,113,4eab8a3cf38b5ebf6a412a5fc3ea967f50fe97268993a981f370d4c50d759b52,708a414651fa47c04b304535361797b0ce5fca469f7a5f5c68ce61d5d5c78d05,1,https://modeldb.science/144520?tab=2&file=DiFrancescoNoble1985/inak.mod,Na+/K+ pump current,I Other,3 - Highly confident,n,y,,,,,,,subtype_1,I Other (Na/K pump)
113,114,7864bf4ef65cb1225d739a3783f09b205101f2459de786a6636695cbd3d5bb01,9ad28aed450ba01dcca655884892174dc149335e957140d08e7af6a7db18c9b8,1,https://modeldb.science/98017?tab=2&file=SFS-IPS-WM-network/ICan.mod," ICan.mod , A very simple nonspecific cation channel, activated by ca2+",I Other,3 - Highly confident,n,y,,,,,,,subtype_1,I (Nonspecific Ca-Activated)
114,115,24ae4a986b463edc387f96e71052f6001aa0643153d4b034edad806bcd332144,3d1dcb063e89ec69194873de58e42152b5f08d48858ff819f94d2fc69be27e9b,1,https://modeldb.science/2015410?tab=2&file=L5_model_modeldb_060224_def/skbk.mod,BK Ca 2+ -activated K + channel,I K,3 - Highly confident,n,y,,,,,,,subtype_1,I K (Ca-activated Bk)
115,116,7df3bc353378d2456e98bbc1b2725d7d49144ceb39cbc4d8297929f12b201530,60e4eba4b2a3ca1be603f6c8529db4408f720f94881312a8822c54e8e138cb0d,1,https://modeldb.science/2937?tab=2&file=slowinact/kdr.mod,Borg-Graham-like K-A channel,I K,3 - Highly confident,n,y,,8/9: file called kdr but actually a-type in the title,,,,,subtype_1,I K (A-Type Transient)
116,117,a4b6a74b40c0614526dd5f9ffc13b1af897ca40af3c54f1b9f4aa01c0c374539,fc877ad4d8e6926f8fff3388441201a12ab1db294dd63eef11ea611e58d5ebef,4,https://modeldb.science/182134?tab=2&file=hfo_model/mod/ca1ika.mod,Ika CA1,I K,3 - Highly confident,n,y,,assume Ka -> transient,,,,,subtype_1,I K (A-Type Transient)
117,118,5f14b81ab95ca895942fb4d6f73016189359e1fd60d3863a254ee1b5dcf7b02f,8790f2e6cc3dbe27d6468e9af10f0f2e75d6cb12b8e747a2af036ac1fc5eb2cf,2,https://modeldb.science/37857?tab=2&file=CN_Bushy_Stellate/leak.mod,passive  (leak) membrane channel,I Other,3 - Highly confident,n,y,,leak,,,,,subtype_1,I Leak (General)
118,119,f9e79e04e30cf15e0d66b0969bdfcd1bae1788dbc15e0438c205411cbb9a5643,c0e3c99d47f320ff6a7ef9b339d673d43f236f55fe1eef1a3f740570af618220,2,https://modeldb.science/2014814?tab=2&file=2014814/Models/3-RespirationLoop/Python/respiration.mod,: Description: Closed-loop model of neural control for respiration.,Neither,3 - Highly confident,n,y,,interaction of the brain with body,,,,,subtype_1,Neither - Non-Neural
119,120,7ab67baae293ecd3ae480314cbbccfbc905c4db017618dca3d9108ace6c6eb79,ab45bae9013088cfcc9d4f66613690f4ddec3b8bd484bea097aa1457ade9d863,1,https://modeldb.science/267293?tab=2&file=modulhcn/modulhcn_almog/ProbAMPANMDA_EMST.mod,Probabilistic AMPA and NMDA receptor with presynaptic short-term plasticity,R Multi,3 - Highly confident,n,y,,contains a mix,,,,,subtype_1,R Glutamate (AMPA)
120,121,c415c23543e81f3c0bd288869b4efefd9fda76848bb3565860303719b24dc2db,71441fb9e2c46d573f932a275e85c7775e3f69a49c5644d940ec9750b42a1263,1,https://modeldb.science/120910?tab=2&file=ElectricallycoupledRetziusneurons/leakdend.mod,leakdend.mod   leak channels,I Other,2 - Mildly confident,n,y,,leak,,,,,subtype_1,I Leak (General)
121,122,9b6402a6edfa44626a52c8f2c09c2eeb1d9c3d3b3f8fc615030f194fc20a5b55,1f224ee9558583a5efa4bf4046c75fbc1248c8840b677751e223881ce4d26ffb,1,https://modeldb.science/121628?tab=2&file=Swimmy/SwimmyGUI/nrnpgms/ExIAF.mod,,Exclude,3 - Highly confident,n,y,,,,,,,subtype_1,Exclude - Not on Model DB
122,123,ec306680c4d93da07698fa32b1898fa60d0b325dca9a4b64069838b77dda2894,a6c472e3f2c91262635d666815442e851acb0e444643276b92f8cf1d364a29b3,6,https://modeldb.science/183300?tab=2&file=ShortEtAl2016/GradeAMPA.mod,"synapse taken from Wang, X.-J. and Buzsaki G. (1996) Gamma oscillations by",Receptor,1 - Not confident at all,y,y,,8/9: not sure if AMPA,,,,,subtype_1,R Glutamate (AMPA)
123,124,32700f0d0efeb7319cec1fc854a4228753f8ef23b79d787e2893d15b0246bd44,ec0b6022769481a1a8758b1bbeed96cb3e7f49dd6fcdb8d2e6144519e6bf6235,1,https://modeldb.science/97868?tab=2&file=SPUD_NRN_MySQL_20091026/spud.mod,`NEURON interfaces to MySQL and the SPUD feature extraction algorithm (Neymotin et al. 2008),Neither,2 - Mildly confident,n,y,,Neymotin,,,,,subtype_1,Neither - Utility
124,125,bf14803efcbdcb687fc3154ba9e6c1213d3c229b9a2ed5437fcb51e0d28fc36c,39691477e897bd92995f6200d6b1df9cf007cdaeb4783c841d8185165050875a,1,https://modeldb.science/153196?tab=2&file=FoutzEtAl2012/ca.mod,HVA Ca current,I Ca,3 - Highly confident,n,y,,updated 8/9: to HVA,,,,,subtype_1,I Ca (HVA)
125,126,11de765f9c0362d05675c37bdf1f96987b9593eb91cda851f0108f26389d5151,ab6a746a5ceae401a3ae5485d662d33736070e2cf0a7b717430ef3d192c52745,1,https://modeldb.science/225080?tab=2&file=GrienbergerEtAl2017/nmda_kin3.mod,GluN-R (NMDA-type Glutamate Receptors),Receptor,3 - Highly confident,n,y,,,,,,,subtype_1,R Glutamate (NMDA)
126,127,9da0db797953d984e4543dbf1e03db4e574f0c5544199398a376d5ad69203296,25fe9b598b642de0f422d8213425e0e7e4a3e5a68b5e9ec840914b9fac2531c7,1,https://modeldb.science/243841?tab=2&file=GainesEtAl2018/mysa_motor.mod,Motor Axon MYSA channels,I Multi,3 - Highly confident,n,y,,IC changed from other 2025-05-11,,,,,subtype_1,I K (Slow)
